year,race,sex,age,edclass,non_inst,inst,inst_rate
2001,4,2,60-64,3,36000,153.83333333333334,0.004254966047860301
2001,4,2,60-64,4,84000,NA,NA
2001,4,2,65-69,1,66333.3333333333,619,0.00924538353156724
2001,4,2,65-69,2,68666.6666666665,494.1666666666667,0.007145180918872693
2001,4,2,65-69,3,28000,154.5,0.00548757747429363
2001,4,2,65-69,4,42000,NA,NA
2002,4,1,25-29,1,36000,4820.666666666667,0.11809377602848233
2002,4,1,25-29,2,124000,6606,0.050579605837404104
2002,4,1,25-29,3,150000,4163,0.027003885497817244
2002,4,1,25-29,4,292000,3614.666666666667,0.012227629662037517
2002,4,1,30-34,1,50666.666666666504,3537.3333333333335,0.06525963643519563
2002,4,1,30-34,2,139333.333333333,4964.333333333333,0.03440342070673361
2002,4,1,30-34,3,101000,3719.6666666666665,0.035520230201904125
2002,4,1,30-34,4,347000,1953,0.005596742254687594
2002,4,1,35-39,1,43333.333333333496,3648,0.07764786014303526
2002,4,1,35-39,2,147666.666666667,4120.333333333333,0.02714549555188075
2002,4,1,35-39,3,129000,2921.6666666666665,0.02214698116306394
2002,4,1,35-39,4,311000,1191.6666666666667,0.0038170995382110348
2002,4,1,40-44,1,38000,2622,0.06454630495790459
2002,4,1,40-44,2,146000,3945.3333333333335,0.02631181141571595
2002,4,1,40-44,3,101000,2995.6666666666665,0.028805687416462864
2002,4,1,40-44,4,274000,597,0.002174095128497398
2002,4,1,45-49,1,56333.3333333334,1345.6666666666667,0.023330270404595524
2002,4,1,45-49,2,145666.666666667,2342.3333333333335,0.015825614208144965
2002,4,1,45-49,3,103000,1655.3333333333333,0.015816999292917067
2002,4,1,45-49,4,218000,535,0.002448120438373716
2002,4,1,50-54,1,53000,1282,0.023617405401422202
2002,4,1,50-54,2,115000,1553.3333333333333,0.013327232168392152
2002,4,1,50-54,3,101000,1332.3333333333333,0.013019671201998716
2002,4,1,50-54,4,185000,263,0.0014196034826166044
2002,4,1,55-59,1,46999.9999999999,686.3333333333334,0.014392663166945137
2002,4,1,55-59,2,82000,515.6666666666666,0.006249318311270183
2002,4,1,55-59,3,45000,632.3333333333334,0.013857133465306034
2002,4,1,55-59,4,152000,302,0.001982902391301493
2002,4,1,60-64,1,35333.3333333333,759.6666666666666,0.021047479197258953
2002,4,1,60-64,2,61666.666666666504,580.6666666666667,0.009328378190230397
2002,4,1,60-64,3,27000,453,0.016500928860233854
2002,4,1,60-64,4,82000,231.33333333333334,0.0028132017803432596
2002,4,1,65-69,1,40333.3333333334,736.3333333333334,0.017928885065214364
2002,4,1,65-69,2,54666.666666666504,517.6666666666666,0.009380681715221134
2002,4,1,65-69,3,41000,326,0.007888496346125925
2002,4,1,65-69,4,49000,183.33333333333334,0.003727549983056591
2002,4,2,25-29,1,26000,678.6666666666666,0.02543855265130691
2002,4,2,25-29,2,131000,968.3333333333334,0.007337618873214533
2002,4,2,25-29,3,148000,1452.6666666666667,0.009719911320864132
2002,4,2,25-29,4,307000,2323.666666666667,0.007512088201032145
2002,4,2,30-34,1,35333.3333333333,656.3333333333334,0.01823671609443453
2002,4,2,30-34,2,169666.666666667,766,0.004494443553465876
2002,4,2,30-34,3,155000,857.3333333333334,0.005500757102649432
2002,4,2,30-34,4,366000,886.6666666666667,0.0024167317791143495
2002,4,2,35-39,1,69666.6666666666,762.6666666666666,0.010828821324448156
2002,4,2,35-39,2,151333.333333333,602.3333333333334,0.0039643972119778855
2002,4,2,35-39,3,174000,565,0.0032366167330220835
2002,4,2,35-39,4,274000,524.3333333333334,0.0019099703365700433
2002,4,2,40-44,1,66000.0000000001,442.6666666666667,0.0066623856156686366
2002,4,2,40-44,2,176000,510,0.0028893547107812587
2002,4,2,40-44,3,156000,349.3333333333333,0.002234312906141802
2002,4,2,40-44,4,252000,515.6666666666666,0.002042117518781013
2002,4,2,45-49,1,75666.6666666667,268.6666666666667,0.0035380982063685754
2002,4,2,45-49,2,174333.333333333,493.3333333333333,0.0028218425869432633
2002,4,2,45-49,3,134000,402.3333333333333,0.0029934996168221283
2002,4,2,45-49,4,243000,208.66666666666666,8.579738112402792e-4
2002,4,2,50-54,1,85333.3333333334,345.6666666666667,0.0040344386216770315
2002,4,2,50-54,2,110666.66666666699,274.6666666666667,0.0024757829964185203
2002,4,2,50-54,3,94000,201.33333333333334,0.0021372662807320492
2002,4,2,50-54,4,183000,207,0.001129869491886227
2002,4,2,55-59,1,75666.6666666667,179,0.0023600557272004104
2002,4,2,55-59,2,105333.33333333301,444.66666666666663,0.004203772681149842
2002,4,2,55-59,3,61000,212.66666666666669,0.003474226467288906
2002,4,2,55-59,4,118000,168.33333333333331,0.0014245215159165597
2002,4,2,60-64,1,61666.6666666666,384.6666666666667,0.006199168430439321
2002,4,2,60-64,2,81333.3333333335,359.3333333333333,0.004398599629505699
2002,4,2,60-64,3,33000,202.66666666666669,0.0061039273953899294
2002,4,2,60-64,4,86000,NA,NA
2002,4,2,65-69,1,68666.6666666667,677,0.009762968019189444
2002,4,2,65-69,2,81333.3333333335,509.3333333333333,0.0062233227982144475
2002,4,2,65-69,3,26000,192,0.007330482590103849
2002,4,2,65-69,4,37000,NA,NA
2003,4,1,25-29,1,13000,5069.5,0.28055563241927006
2003,4,1,25-29,2,124000,6532.5,0.05004500794821213
2003,4,1,25-29,3,164000,3677.5,0.021931982525979932
2003,4,1,25-29,4,321000,2810.5,0.008679459128101159
2003,4,1,30-34,1,36333.333333333496,3504,0.0879576946248072
2003,4,1,30-34,2,182666.666666667,5018.5,0.026738927157269526
2003,4,1,30-34,3,132000,3936.5,0.028958373946658917
2003,4,1,30-34,4,361000,1575,0.004343928842308488
2003,4,1,35-39,1,45000,3556.5,0.07324457075777702
2003,4,1,35-39,2,160000,4042.5,0.024643004099547373
2003,4,1,35-39,3,131000,2794,0.020882849754099587
2003,4,1,35-39,4,314000,1073.5,0.0034071415082512495
2003,4,1,40-44,1,62333.3333333333,2818,0.04325314396226224
2003,4,1,40-44,2,150666.666666667,4421.5,0.028509589706500218
2003,4,1,40-44,3,126000,2931,0.02273308979221444
2003,4,1,40-44,4,253000,572,0.0022557695644629533
2003,4,1,45-49,1,57666.666666666504,1555.5,0.026265503063323772
2003,4,1,45-49,2,97333.3333333335,2686.5,0.02685967283155503
2003,4,1,45-49,3,108000,1817,0.016545707859438884
2003,4,1,45-49,4,247000,479,0.0019355177611029622
2003,4,1,50-54,1,41000,1449,0.034135079742750124
2003,4,1,50-54,2,87000,1702,0.019187842438727426
2003,4,1,50-54,3,110000,1418,0.012726848444596026
2003,4,1,50-54,4,223000,227,0.0010169020772576795
2003,4,1,55-59,1,57333.3333333333,676,0.01165329717057026
2003,4,1,55-59,2,80666.6666666665,562.5,0.006924852526288806
2003,4,1,55-59,3,82000,738,0.008919722497522299
2003,4,1,55-59,4,133000,333,0.0024975062437656093
2003,4,1,60-64,1,20666.6666666666,850,0.03950426026336186
2003,4,1,60-64,2,46333.3333333333,754.5,0.01602324733565289
2003,4,1,60-64,3,45000,499.5,0.010978142616951835
2003,4,1,60-64,4,135000,229,0.0016934237478647331
2003,4,1,65-69,1,33000.0000000001,712.5,0.021134593993325852
2003,4,1,65-69,2,58000.0000000002,617.5,0.010534396724527623
2003,4,1,65-69,3,44000,359,0.008093058905746298
2003,4,1,65-69,4,63000,172,0.0027227252580257076
2003,4,2,25-29,1,20999.9999999999,683.5,0.03152166393801753
2003,4,2,25-29,2,111000,964,0.008609910328319818
2003,4,2,25-29,3,160000,1198.5,0.007434932707190203
2003,4,2,25-29,4,377000,1760.5,0.004648055961484896
2003,4,2,30-34,1,29666.6666666667,706,0.023244583946091853
2003,4,2,30-34,2,151333.333333333,766,0.005036182494773164
2003,4,2,30-34,3,174000,791.5,0.004528252231944917
2003,4,2,30-34,4,375000,707.5,0.0018831138585202584
2003,4,2,35-39,1,53666.666666666504,676,0.012439580930883076
2003,4,2,35-39,2,137333.333333333,575.5,0.004173046686639614
2003,4,2,35-39,3,139000,428,0.0030696847118225896
2003,4,2,35-39,4,331000,429.5,0.0012959015416551636
2003,4,2,40-44,1,48333.3333333333,506,0.010360501781351105
2003,4,2,40-44,2,151666.666666667,500,0.0032858707557502664
2003,4,2,40-44,3,188000,331.5,0.0017601941257835254
2003,4,2,40-44,4,259000,503.5,0.0019402435805297425
2003,4,2,45-49,1,82666.6666666667,218.5,0.002636177361852039
2003,4,2,45-49,2,176333.333333333,522.5,0.0029543837494758027
2003,4,2,45-49,3,126000,411,0.003251299333127655
2003,4,2,45-49,4,219000,227,0.0010354563990749314
2003,4,2,50-54,1,63999.9999999999,392.5,0.006095430368443539
2003,4,2,50-54,2,137000,331,0.0024102351253540715
2003,4,2,50-54,3,112000,217,0.0019337533528787972
2003,4,2,50-54,4,216000,199,9.204482906951466e-4
2003,4,2,55-59,1,59333.3333333334,159.5,0.0026809951898968194
2003,4,2,55-59,2,116666.66666666699,557,0.004751600217248494
2003,4,2,55-59,3,78000,256.5,0.0032776830039677215
2003,4,2,55-59,4,135000,133.5,9.879119537346403e-4
2003,4,2,60-64,1,55000,383,0.006915479479262589
2003,4,2,60-64,2,103000,363,0.0035118949720886585
2003,4,2,60-64,3,58000,251.5,0.004317485386642404
2003,4,2,60-64,4,92000,NA,NA
2003,4,2,65-69,1,68333.3333333335,735,0.010641635095678167
2003,4,2,65-69,2,58666.666666667,524.5,0.008861119480102556
2003,4,2,65-69,3,54000,229.5,0.004232013940751805
2003,4,2,65-69,4,66000,NA,NA
2004,4,1,25-29,1,19333.3333333333,5318.333333333333,0.21573930092623922
2004,4,1,25-29,2,119666.66666666699,6459,0.051210829410878435
2004,4,1,25-29,3,171000,3192,0.01832460732984293
2004,4,1,25-29,4,353000,2006.3333333333335,0.005651542366849794
2004,4,1,30-34,1,54333.3333333333,3470.6666666666665,0.06004198094710866
2004,4,1,30-34,2,142666.666666667,5072.666666666667,0.03433524811717928
2004,4,1,30-34,3,180000,4153.333333333333,0.022553669043912677
2004,4,1,30-34,4,383000,1197,0.0031155891378641686
2004,4,1,35-39,1,52000,3465,0.06247182908140269
2004,4,1,35-39,2,148000,3964.6666666666665,0.02608939797409047
2004,4,1,35-39,3,118000,2666.3333333333335,0.02209674612360808
2004,4,1,35-39,4,332000,955.3333333333333,0.0028692537337340544
2004,4,1,40-44,1,64000,3014,0.04497567672426657
2004,4,1,40-44,2,153000,4897.666666666667,0.031017979999704452
2004,4,1,40-44,3,151000,2866.3333333333335,0.018628723199140378
2004,4,1,40-44,4,263000,547,0.0020755311196864316
2004,4,1,45-49,1,65666.6666666667,1765.3333333333335,0.02617945980147901
2004,4,1,45-49,2,124333.33333333301,3030.666666666667,0.023795316311254942
2004,4,1,45-49,3,116000,1978.6666666666665,0.016771393698295736
2004,4,1,45-49,4,264000,423,0.0015997095562791436
2004,4,1,50-54,1,32666.6666666666,1616,0.04713752333540769
2004,4,1,50-54,2,105333.33333333301,1850.6666666666665,0.017266258645569042
2004,4,1,50-54,3,127000,1503.6666666666667,0.01170135223119444
2004,4,1,50-54,4,193000,191,9.886588919773695e-4
2004,4,1,55-59,1,39000,665.6666666666666,0.016781935679050734
2004,4,1,55-59,2,79000,609.3333333333334,0.007654043914448893
2004,4,1,55-59,3,108000,843.6666666666667,0.007751178295475774
2004,4,1,55-59,4,156000,364,0.002327901563019621
2004,4,1,60-64,1,37666.6666666666,940.3333333333333,0.024356550193833627
2004,4,1,60-64,2,59333.333333333496,928.3333333333334,0.015405039134883936
2004,4,1,60-64,3,46000,546,0.011730331285180251
2004,4,1,60-64,4,133000,226.66666666666666,0.0017013610888710969
2004,4,1,65-69,1,33000,688.6666666666666,0.02044208734886114
2004,4,1,65-69,2,42000,717.3333333333333,0.016792558836381793
2004,4,1,65-69,3,39000,392,0.009951259138911454
2004,4,1,65-69,4,102000,160.66666666666666,0.0015726861610143499
2004,4,2,25-29,1,26333.3333333334,688.3333333333334,0.02547338555480164
2004,4,2,25-29,2,131666.666666667,959.6666666666666,0.007235868191083201
2004,4,2,25-29,3,158000,944.3333333333334,0.00594128342627293
2004,4,2,25-29,4,351000,1197.3333333333335,0.003399609309932311
2004,4,2,30-34,1,44333.3333333334,755.6666666666666,0.016759446132463916
2004,4,2,30-34,2,151666.666666667,766,0.005025169583072734
2004,4,2,30-34,3,161000,725.6666666666667,0.004487022261978619
2004,4,2,30-34,4,389000,528.3333333333334,0.0013563412160861215
2004,4,2,35-39,1,65666.6666666666,589.3333333333333,0.008894791918216221
2004,4,2,35-39,2,138333.333333333,548.6666666666666,0.003950595949559108
2004,4,2,35-39,3,164000,291,0.001771247359867552
2004,4,2,35-39,4,320000,334.6666666666667,0.0010447407086755102
2004,4,2,40-44,1,47666.666666666504,569.3333333333334,0.011803079304530542
2004,4,2,40-44,2,166333.333333333,490,0.0029372389953443824
2004,4,2,40-44,3,173000,313.6666666666667,0.0018098207296597115
2004,4,2,40-44,4,253000,491.3333333333333,0.0019382648190470679
2004,4,2,45-49,1,71999.9999999999,168.33333333333334,0.0023325096418096614
2004,4,2,45-49,2,165000,551.6666666666666,0.0033322930404405472
2004,4,2,45-49,3,137000,419.6666666666667,0.0030539054332349327
2004,4,2,45-49,4,247000,245.33333333333331,9.922667903404985e-4
2004,4,2,50-54,1,63666.6666666666,439.33333333333337,0.006853232666729071
2004,4,2,50-54,2,174333.333333333,387.33333333333337,0.0022168718831201083
2004,4,2,50-54,3,125000,232.66666666666666,0.00185787520827899
2004,4,2,50-54,4,195000,191,9.785287231480959e-4
2004,4,2,55-59,1,53333.3333333334,140,0.0026181274155342195
2004,4,2,55-59,2,123666.66666666699,669.3333333333333,0.005383262557371409
2004,4,2,55-59,3,92000,300.33333333333337,0.003253870516899542
2004,4,2,55-59,4,171000,98.66666666666666,5.766653159190798e-4
2004,4,2,60-64,1,53666.6666666666,381.3333333333333,0.007055456877836992
2004,4,2,60-64,2,93333.33333333301,366.6666666666667,0.0039131981501245245
2004,4,2,60-64,3,44000,300.33333333333337,0.006779482471915186
2004,4,2,60-64,4,107000,NA,NA
2004,4,2,65-69,1,76666.6666666667,793,0.010237586012505429
2004,4,2,65-69,2,44333.333333333496,539.6666666666666,0.012026534144511504
2004,4,2,65-69,3,50000,267,0.005311635864483657
2004,4,2,65-69,4,57000,NA,NA
2005,4,1,25-29,1,34000,5567.166666666667,0.1407016760529564
2005,4,1,25-29,2,155000,6385.5,0.03956675165984552
2005,4,1,25-29,3,142000,2706.5,0.018703375453072255
2005,4,1,25-29,4,332000,1202.166666666667,0.0036079197164084072
2005,4,1,30-34,1,23333.3333333333,3437.3333333333335,0.12839924295248548
2005,4,1,30-34,2,144666.666666667,5126.833333333333,0.03422600669143402
2005,4,1,30-34,3,173000,4370.166666666667,0.024638679372047726
2005,4,1,30-34,4,434000,819,0.0018835423475055137
2005,4,1,35-39,1,19333.3333333333,3373.5,0.14856761180555067
2005,4,1,35-39,2,148666.666666667,3886.8333333333335,0.02547849333731002
2005,4,1,35-39,3,146000,2538.6666666666665,0.017090948260385624
2005,4,1,35-39,4,397000,837.1666666666666,0.0021042947638124977
2005,4,1,40-44,1,57666.6666666667,3210,0.052729562503422193
2005,4,1,40-44,2,191333.333333333,5373.833333333334,0.0273189504195323
2005,4,1,40-44,3,142000,2801.6666666666665,0.019348304002025758
2005,4,1,40-44,4,296000,522,0.0017604090084378226
2005,4,1,45-49,1,53000,1975.1666666666667,0.035928343403536754
2005,4,1,45-49,2,170000,3374.8333333333335,0.01946553181017237
2005,4,1,45-49,3,136000,2140.333333333333,0.015493905955537964
2005,4,1,45-49,4,219000,367,0.0016729954824563403
2005,4,1,50-54,1,45666.6666666667,1783,0.037576660180261165
2005,4,1,50-54,2,132333.333333333,1999.3333333333333,0.014883448553094591
2005,4,1,50-54,3,93000,1589.3333333333335,0.01680245834625469
2005,4,1,50-54,4,228000,155,6.793627139444675e-4
2005,4,1,55-59,1,38333.3333333333,655.3333333333334,0.016808303267616245
2005,4,1,55-59,2,90666.6666666665,656.1666666666667,0.0071851325973606595
2005,4,1,55-59,3,90000,949.3333333333334,0.010438046091596787
2005,4,1,55-59,4,158000,395,0.0024937655860349127
2005,4,1,60-64,1,45999.9999999999,1030.6666666666665,0.021914779009440694
2005,4,1,60-64,2,58000,1102.1666666666667,0.018648498504002957
2005,4,1,60-64,3,54000,592.5,0.010853139167468058
2005,4,1,60-64,4,144000,224.33333333333334,0.0015554471852877345
2005,4,1,65-69,1,39000,664.8333333333334,0.016761278882637433
2005,4,1,65-69,2,67000,817.1666666666666,0.012049554807902619
2005,4,1,65-69,3,41000,425,0.010259505129752565
2005,4,1,65-69,4,100000,149.33333333333331,0.0014911066141229097
2005,4,2,25-29,1,21000,693.1666666666666,0.03195322643843299
2005,4,2,25-29,2,94000,955.3333333333334,0.01006087072518307
2005,4,2,25-29,3,175000,690.1666666666667,0.003928316989852402
2005,4,2,25-29,4,391000,634.166666666667,0.0016192833022314625
2005,4,2,30-34,1,48666.6666666667,805.3333333333333,0.01627856834842603
2005,4,2,30-34,2,131333.333333333,766,0.005798666659937738
2005,4,2,30-34,3,151000,659.8333333333334,0.004350745473147692
2005,4,2,30-34,4,446000,349.16666666666674,7.822724735306255e-4
2005,4,2,35-39,1,42999.9999999999,502.66666666666663,0.01155484721243145
2005,4,2,35-39,2,120000,521.8333333333334,0.0043297825705162695
2005,4,2,35-39,3,187000,154,8.228517691313037e-4
2005,4,2,35-39,4,363000,239.83333333333337,6.602616544899858e-4
2005,4,2,40-44,1,67000,632.6666666666667,0.009354453962089325
2005,4,2,40-44,2,168000,480,0.002849002849002849
2005,4,2,40-44,3,172000,295.83333333333337,0.001717008053009601
2005,4,2,40-44,4,270000,479.1666666666667,0.001771547408149118
2005,4,2,45-49,1,66000,118.16666666666669,0.001787204222742615
2005,4,2,45-49,2,169000,580.8333333333334,0.003425111918111815
2005,4,2,45-49,3,177000,428.3333333333333,0.002414120255126483
2005,4,2,45-49,4,238000,263.66666666666663,0.00110661717900757
2005,4,2,50-54,1,78666.6666666667,486.1666666666667,0.006142125887260297
2005,4,2,50-54,2,184333.333333333,443.6666666666667,0.0024010924880621914
2005,4,2,50-54,3,130000,248.33333333333331,0.0019066142880906985
2005,4,2,50-54,4,172000,183,0.0010628226944588025
2005,4,2,55-59,1,73666.6666666667,120.5,0.0016330753089403526
2005,4,2,55-59,2,121333.33333333301,781.6666666666666,0.006401070029616908
2005,4,2,55-59,3,110000,344.1666666666667,0.00311902909835137
2005,4,2,55-59,4,161000,63.833333333333314,3.9632319691054155e-4
2005,4,2,60-64,1,58000.0000000001,379.6666666666667,0.0065034058661976955
2005,4,2,60-64,2,90999.9999999995,370.3333333333333,0.004053102575234143
2005,4,2,60-64,3,55000,349.1666666666667,0.006308435839142415
2005,4,2,60-64,4,109000,NA,NA
2005,4,2,65-69,1,71000.0000000001,851,0.011843954851011104
2005,4,2,65-69,2,71000,554.8333333333334,0.007753960249598794
2005,4,2,65-69,3,33000,304.5,0.009142908615952799
2005,4,2,65-69,4,66000,NA,NA
2006,4,1,25-29,1,18333.3333333335,5816,0.2408348056537086
2006,4,1,25-29,2,150666.666666667,6312,0.04020928533813503
2006,4,1,25-29,3,158000,2221,0.013862102970272312
2006,4,1,25-29,4,353000,398,0.0011262089768476335
2006,4,1,30-34,1,11000,3404,0.23632324354346015
2006,4,1,30-34,2,131000,5181,0.0380449548762309
2006,4,1,30-34,3,176000,4587,0.025400499482244016
2006,4,1,30-34,4,403000,441,0.0010930966361871997
2006,4,1,35-39,1,41000,3282,0.07411589359107539
2006,4,1,35-39,2,153000,3809,0.024290697600265292
2006,4,1,35-39,3,144000,2411,0.0164673419346907
2006,4,1,35-39,4,364000,719,0.0019713807067907076
2006,4,1,40-44,1,68333.3333333335,3406,0.04747744147794318
2006,4,1,40-44,2,192666.666666667,5850,0.029468558475358862
2006,4,1,40-44,3,151000,2737,0.017803131321672726
2006,4,1,40-44,4,295000,497,0.0016819121683130454
2006,4,1,45-49,1,42333.3333333333,2185,0.049080902998764595
2006,4,1,45-49,2,179666.666666667,3719,0.020279665622722202
2006,4,1,45-49,3,110000,2302,0.020498299228865025
2006,4,1,45-49,4,263000,311,0.001181112828556346
2006,4,1,50-54,1,78666.6666666667,1950,0.024188546619805653
2006,4,1,50-54,2,144333.333333333,2148,0.0146639844894913
2006,4,1,50-54,3,120000,1675,0.013766180398602836
2006,4,1,50-54,4,201000,119,5.916894972628145e-4
2006,4,1,55-59,1,62333.3333333334,645,0.01024161748749569
2006,4,1,55-59,2,114666.66666666699,703,0.006093456107757944
2006,4,1,55-59,3,91000,1055,0.01146053989462821
2006,4,1,55-59,4,173000,426,0.0024563790896405383
2006,4,1,60-64,1,35333.3333333334,1121,0.03075080237374609
2006,4,1,60-64,2,80666.6666666667,1276,0.015571863253982453
2006,4,1,60-64,3,52000,639,0.012139288360341192
2006,4,1,60-64,4,133000,222,0.0016663914368497696
2006,4,1,65-69,1,37333.3333333334,641,0.016879822336139293
2006,4,1,65-69,2,59666.6666666667,917,0.015136092786284524
2006,4,1,65-69,3,43000,458,0.010538911132587786
2006,4,1,65-69,4,103000,138,0.0013380131474335357
2006,4,2,25-29,1,31000,698,0.02202031673922645
2006,4,2,25-29,2,115000,951,0.008201740390337298
2006,4,2,25-29,3,187000,436,0.0023261273181245865
2006,4,2,25-29,4,371000,71,1.9133804581872473e-4
2006,4,2,30-34,1,32000,855,0.026023436311063766
2006,4,2,30-34,2,138000,766,0.005520084170474036
2006,4,2,30-34,3,157000,594,0.0037691790296584897
2006,4,2,30-34,4,417000,170,4.075077306613611e-4
2006,4,2,35-39,1,38333.3333333333,416,0.010735668570642084
2006,4,2,35-39,2,140666.666666667,495,0.0035066177078290762
2006,4,2,35-39,3,163000,17,1.0428360232368403e-4
2006,4,2,35-39,4,381000,145,3.804326437445067e-4
2006,4,2,40-44,1,49000,696,0.014005151320025756
2006,4,2,40-44,2,175000,470,0.002678520544822477
2006,4,2,40-44,3,179000,278,0.0015506643313736208
2006,4,2,40-44,4,290000,467,0.0016077557863716015
2006,4,2,45-49,1,77333.3333333333,68,8.785378374188218e-4
2006,4,2,45-49,2,194666.666666667,610,0.0031237731082395864
2006,4,2,45-49,3,144000,437,0.003025540547089735
2006,4,2,45-49,4,256000,282,0.0011003503952677128
2006,4,2,50-54,1,87333.3333333333,533,0.006066032116965545
2006,4,2,50-54,2,158666.666666667,500,0.0031413612565444958
2006,4,2,50-54,3,130000,264,0.002026653565067862
2006,4,2,50-54,4,212000,175,8.247908566042182e-4
2006,4,2,55-59,1,88666.6666666666,101,0.0011378016770370602
2006,4,2,55-59,2,126333.33333333301,894,0.007026791936743171
2006,4,2,55-59,3,115000,388,0.0033625680313377473
2006,4,2,55-59,4,175000,29,1.6568682903975914e-4
2006,4,2,60-64,1,51666.6666666666,378,0.007262992045294436
2006,4,2,60-64,2,80333.33333333301,374,0.00463402747375292
2006,4,2,60-64,3,69000,398,0.005735035591803798
2006,4,2,60-64,4,127000,NA,NA
2006,4,2,65-69,1,65000,909,0.01379174316102505
2006,4,2,65-69,2,97000,570,0.005841959618735267
2006,4,2,65-69,3,54000,342,0.006293474660483604
2006,4,2,65-69,4,89000,NA,NA
2007,4,1,25-29,1,32000,4134,0.11440748325676647
2007,4,1,25-29,2,151000,5847,0.037278366816069164
2007,4,1,25-29,3,133000,3080,0.02263374485596708
2007,4,1,25-29,4,360000,136,3.7763511562298685e-4
2007,4,1,30-34,1,11666.6666666665,2855,0.19660277745897162
2007,4,1,30-34,2,118333.33333333301,5948,0.047859158253854284
2007,4,1,30-34,3,164000,2242,0.013486363253570097
2007,4,1,30-34,4,430000,146,3.394196389132992e-4
2007,4,1,35-39,1,28666.6666666665,2878,0.0912357080964563
2007,4,1,35-39,2,175333.333333333,4439,0.024692342351529853
2007,4,1,35-39,3,106000,2828,0.025985959495718015
2007,4,1,35-39,4,393000,586,0.001488874096131468
2007,4,1,40-44,1,32666.6666666665,4059,0.11052215979741739
2007,4,1,40-44,2,152333.33333333398,4922,0.03129941538813721
2007,4,1,40-44,3,140000,3841,0.026703095779367497
2007,4,1,40-44,4,358000,85,2.3737380789477357e-4
2007,4,1,45-49,1,86666.6666666665,2145,0.02415223225176877
2007,4,1,45-49,2,178333.33333333398,3305,0.018195498380481293
2007,4,1,45-49,3,118000,2791,0.023106026111216895
2007,4,1,45-49,4,255000,479,0.0018749094837540463
2007,4,1,50-54,1,63000,1596,0.0247074122236671
2007,4,1,50-54,2,164000,2521,0.015139231688495746
2007,4,1,50-54,3,117000,1656,0.013956310679611651
2007,4,1,50-54,4,244000,427,0.0017469428500124782
2007,4,1,55-59,1,75666.6666666666,1400,0.01816608996539794
2007,4,1,55-59,2,113333.33333333301,1405,0.01224525369318598
2007,4,1,55-59,3,103000,1805,0.017222460760459902
2007,4,1,55-59,4,171000,523,0.003049153757805076
2007,4,1,60-64,1,25333.3333333334,536,0.020719513452221366
2007,4,1,60-64,2,81666.6666666665,876,0.010612693233398507
2007,4,1,60-64,3,59000,651,0.010913480075774086
2007,4,1,60-64,4,142000,854,0.0059781315188934155
2007,4,1,65-69,1,36666.6666666666,281,0.007605351713685136
2007,4,1,65-69,2,72333.3333333333,1070,0.014576994686889794
2007,4,1,65-69,3,31000,173,0.005549674397715972
2007,4,1,65-69,4,91000,388,0.004245634000087539
2007,4,2,25-29,1,24333.3333333334,578,0.02320229079133989
2007,4,2,25-29,2,125666.66666666699,783,0.006192187141655821
2007,4,2,25-29,3,192000,366,0.0019026231246686005
2007,4,2,25-29,4,389000,NA,NA
2007,4,2,30-34,1,25666.6666666667,131,0.005077978628558131
2007,4,2,30-34,2,116333.33333333301,507,0.00433925499470789
2007,4,2,30-34,3,184000,595,0.003223272569679569
2007,4,2,30-34,4,440000,61,1.386171462592686e-4
2007,4,2,35-39,1,38000,242,0.006328120914178129
2007,4,2,35-39,2,162000,903,0.005543176000441981
2007,4,2,35-39,3,136000,514,0.003765181593096679
2007,4,2,35-39,4,440000,NA,NA
2007,4,2,40-44,1,61666.6666666666,613,0.009842698794148983
2007,4,2,40-44,2,154333.333333333,1168,0.0075111896146657
2007,4,2,40-44,3,155000,1266,0.008101570399191124
2007,4,2,40-44,4,341000,NA,NA
2007,4,2,45-49,1,59666.6666666667,486,0.008079442307905436
2007,4,2,45-49,2,192333.333333333,240,0.0012462784740012484
2007,4,2,45-49,3,123000,195,0.0015828564470960673
2007,4,2,45-49,4,300000,NA,NA
2007,4,2,50-54,1,89333.3333333333,82,9.170686608560802e-4
2007,4,2,50-54,2,189666.666666667,611,0.003211096765603945
2007,4,2,50-54,3,127000,84,6.609801391205816e-4
2007,4,2,50-54,4,233000,194,8.319253497088261e-4
2007,4,2,55-59,1,75333.3333333335,174,0.0023044119334987277
2007,4,2,55-59,2,120666.66666666699,186,0.0015390640945724505
2007,4,2,55-59,3,105000,61,5.806150712443247e-4
2007,4,2,55-59,4,204000,63,3.0872818688346246e-4
2007,4,2,60-64,1,63000,692,0.010864786786409597
2007,4,2,60-64,2,98000,379,0.003852448185080149
2007,4,2,60-64,3,81000,178,0.002192712311217325
2007,4,2,60-64,4,118000,82,6.94432682373266e-4
2007,4,2,65-69,1,51666.6666666666,1152,0.02181047104558997
2007,4,2,65-69,2,70333.3333333335,493,0.006960687879743393
2007,4,2,65-69,3,60000,115,0.0019130000831739167
2007,4,2,65-69,4,78000,129,0.0016511154628883
2008,4,1,25-29,1,25000,4246,0.1451822471449087
2008,4,1,25-29,2,136000,6925,0.04845198530697919
2008,4,1,25-29,3,200000,2706,0.013349382850038973
2008,4,1,25-29,4,338000,138,4.0811739585612977e-4
2008,4,1,30-34,1,28000,4129,0.12851318123813377
2008,4,1,30-34,2,123000,3928,0.030946678431866884
