"year","race","sex","age","educ","tpop_2"
2007,2,1,"50-54",2,414
2007,2,1,"50-54",3,284
2007,2,1,"50-54",4,200
2007,2,1,"55-59",0,2
2007,2,1,"55-59",1,157
2007,2,1,"55-59",2,281
2007,2,1,"55-59",3,241
2007,2,1,"55-59",4,184
2007,2,1,"60-64",0,5
2007,2,1,"60-64",1,145
2007,2,1,"60-64",2,165
2007,2,1,"60-64",3,130
2007,2,1,"60-64",4,94
2007,2,1,"65-69",0,3
2007,2,1,"65-69",1,160
2007,2,1,"65-69",2,146
2007,2,1,"65-69",3,73
2007,2,1,"65-69",4,42
2007,2,1,"70-74",0,6
2007,2,1,"70-74",1,157
2007,2,1,"70-74",2,131
2007,2,1,"70-74",3,44
2007,2,1,"70-74",4,29
2007,2,2,"25-29",0,3
2007,2,2,"25-29",1,179
2007,2,2,"25-29",2,516
2007,2,2,"25-29",3,495
2007,2,2,"25-29",4,295
2007,2,2,"30-34",0,0
2007,2,2,"30-34",1,152
2007,2,2,"30-34",2,457
2007,2,2,"30-34",3,461
2007,2,2,"30-34",4,281
2007,2,2,"35-39",0,5
2007,2,2,"35-39",1,153
2007,2,2,"35-39",2,485
2007,2,2,"35-39",3,457
2007,2,2,"35-39",4,334
2007,2,2,"40-44",0,1
2007,2,2,"40-44",1,165
2007,2,2,"40-44",2,556
2007,2,2,"40-44",3,484
2007,2,2,"40-44",4,289
2007,2,2,"45-49",0,2
2007,2,2,"45-49",1,173
2007,2,2,"45-49",2,507
2007,2,2,"45-49",3,516
2007,2,2,"45-49",4,291
2007,2,2,"50-54",0,1
2007,2,2,"50-54",1,182
2007,2,2,"50-54",2,449
2007,2,2,"50-54",3,392
2007,2,2,"50-54",4,271
2007,2,2,"55-59",0,4
2007,2,2,"55-59",1,168
2007,2,2,"55-59",2,360
2007,2,2,"55-59",3,295
2007,2,2,"55-59",4,213
2007,2,2,"60-64",0,2
2007,2,2,"60-64",1,165
2007,2,2,"60-64",2,310
2007,2,2,"60-64",3,155
2007,2,2,"60-64",4,137
2007,2,2,"65-69",0,8
2007,2,2,"65-69",1,169
2007,2,2,"65-69",2,221
2007,2,2,"65-69",3,107
2007,2,2,"65-69",4,63
2007,2,2,"70-74",0,1
2007,2,2,"70-74",1,194
2007,2,2,"70-74",2,136
2007,2,2,"70-74",3,92
2007,2,2,"70-74",4,57
2008,2,1,"25-29",0,1
2008,2,1,"25-29",1,193
2008,2,1,"25-29",2,550
2008,2,1,"25-29",3,332
2008,2,1,"25-29",4,247
2008,2,1,"30-34",0,0
2008,2,1,"30-34",1,111
2008,2,1,"30-34",2,408
2008,2,1,"30-34",3,303
2008,2,1,"30-34",4,274
2008,2,1,"35-39",0,0
2008,2,1,"35-39",1,124
2008,2,1,"35-39",2,430
2008,2,1,"35-39",3,344
2008,2,1,"35-39",4,253
2008,2,1,"40-44",0,2
2008,2,1,"40-44",1,196
2008,2,1,"40-44",2,480
2008,2,1,"40-44",3,327
2008,2,1,"40-44",4,193
2008,2,1,"45-49",0,6
2008,2,1,"45-49",1,178
2008,2,1,"45-49",2,488
2008,2,1,"45-49",3,340
2008,2,1,"45-49",4,238
2008,2,1,"50-54",0,7
2008,2,1,"50-54",1,180
2008,2,1,"50-54",2,398
2008,2,1,"50-54",3,321
2008,2,1,"50-54",4,203
2008,2,1,"55-59",0,9
2008,2,1,"55-59",1,142
2008,2,1,"55-59",2,332
2008,2,1,"55-59",3,253
2008,2,1,"55-59",4,166
2008,2,1,"60-64",0,2
2008,2,1,"60-64",1,125
2008,2,1,"60-64",2,174
2008,2,1,"60-64",3,175
2008,2,1,"60-64",4,108
2008,2,1,"65-69",0,0
2008,2,1,"65-69",1,163
2008,2,1,"65-69",2,154
2008,2,1,"65-69",3,84
2008,2,1,"65-69",4,51
2008,2,1,"70-74",0,2
2008,2,1,"70-74",1,122
2008,2,1,"70-74",2,91
2008,2,1,"70-74",3,47
2008,2,1,"70-74",4,53
2008,2,2,"25-29",0,3
2008,2,2,"25-29",1,160
2008,2,2,"25-29",2,491
2008,2,2,"25-29",3,520
2008,2,2,"25-29",4,336
2008,2,2,"30-34",0,0
2008,2,2,"30-34",1,124
2008,2,2,"30-34",2,455
2008,2,2,"30-34",3,478
2008,2,2,"30-34",4,291
2008,2,2,"35-39",0,1
2008,2,2,"35-39",1,139
2008,2,2,"35-39",2,435
2008,2,2,"35-39",3,460
2008,2,2,"35-39",4,398
2008,2,2,"40-44",0,3
2008,2,2,"40-44",1,145
2008,2,2,"40-44",2,481
2008,2,2,"40-44",3,530
2008,2,2,"40-44",4,312
2008,2,2,"45-49",0,6
2008,2,2,"45-49",1,163
2008,2,2,"45-49",2,532
2008,2,2,"45-49",3,514
2008,2,2,"45-49",4,283
2008,2,2,"50-54",0,4
2008,2,2,"50-54",1,164
2008,2,2,"50-54",2,466
2008,2,2,"50-54",3,416
2008,2,2,"50-54",4,291
2008,2,2,"55-59",0,2
2008,2,2,"55-59",1,164
2008,2,2,"55-59",2,391
2008,2,2,"55-59",3,309
2008,2,2,"55-59",4,224
2008,2,2,"60-64",0,1
2008,2,2,"60-64",1,155
2008,2,2,"60-64",2,291
2008,2,2,"60-64",3,187
2008,2,2,"60-64",4,163
2008,2,2,"65-69",0,4
2008,2,2,"65-69",1,169
2008,2,2,"65-69",2,218
2008,2,2,"65-69",3,104
2008,2,2,"65-69",4,93
2008,2,2,"70-74",0,2
2008,2,2,"70-74",1,187
2008,2,2,"70-74",2,151
2008,2,2,"70-74",3,84
2008,2,2,"70-74",4,53
2009,2,1,"25-29",0,4
2009,2,1,"25-29",1,151
2009,2,1,"25-29",2,595
2009,2,1,"25-29",3,406
2009,2,1,"25-29",4,206
2009,2,1,"30-34",0,2
2009,2,1,"30-34",1,129
2009,2,1,"30-34",2,475
2009,2,1,"30-34",3,320
2009,2,1,"30-34",4,203
2009,2,1,"35-39",0,0
2009,2,1,"35-39",1,102
2009,2,1,"35-39",2,473
2009,2,1,"35-39",3,335
2009,2,1,"35-39",4,229
2009,2,1,"40-44",0,0
2009,2,1,"40-44",1,109
2009,2,1,"40-44",2,494
2009,2,1,"40-44",3,340
2009,2,1,"40-44",4,232
2009,2,1,"45-49",0,4
2009,2,1,"45-49",1,188
2009,2,1,"45-49",2,471
2009,2,1,"45-49",3,354
2009,2,1,"45-49",4,239
2009,2,1,"50-54",0,6
2009,2,1,"50-54",1,164
2009,2,1,"50-54",2,441
2009,2,1,"50-54",3,330
2009,2,1,"50-54",4,201
2009,2,1,"55-59",0,4
2009,2,1,"55-59",1,142
2009,2,1,"55-59",2,321
2009,2,1,"55-59",3,252
2009,2,1,"55-59",4,181
2009,2,1,"60-64",0,4
2009,2,1,"60-64",1,136
2009,2,1,"60-64",2,212
2009,2,1,"60-64",3,187
2009,2,1,"60-64",4,116
2009,2,1,"65-69",0,1
2009,2,1,"65-69",1,120
2009,2,1,"65-69",2,184
2009,2,1,"65-69",3,82
2009,2,1,"65-69",4,57
2009,2,1,"70-74",0,5
2009,2,1,"70-74",1,106
2009,2,1,"70-74",2,123
2009,2,1,"70-74",3,57
2009,2,1,"70-74",4,41
2009,2,2,"25-29",0,0
2009,2,2,"25-29",1,166
2009,2,2,"25-29",2,429
2009,2,2,"25-29",3,586
2009,2,2,"25-29",4,340
2009,2,2,"30-34",0,2
2009,2,2,"30-34",1,136
2009,2,2,"30-34",2,419
2009,2,2,"30-34",3,455
2009,2,2,"30-34",4,360
2009,2,2,"35-39",0,2
2009,2,2,"35-39",1,148
2009,2,2,"35-39",2,414
2009,2,2,"35-39",3,513
2009,2,2,"35-39",4,347
2009,2,2,"40-44",0,5
2009,2,2,"40-44",1,161
2009,2,2,"40-44",2,500
2009,2,2,"40-44",3,488
2009,2,2,"40-44",4,281
2009,2,2,"45-49",0,2
2009,2,2,"45-49",1,169
2009,2,2,"45-49",2,535
2009,2,2,"45-49",3,482
2009,2,2,"45-49",4,320
2009,2,2,"50-54",0,1
2009,2,2,"50-54",1,174
2009,2,2,"50-54",2,485
2009,2,2,"50-54",3,428
2009,2,2,"50-54",4,292
2009,2,2,"55-59",0,3
2009,2,2,"55-59",1,168
2009,2,2,"55-59",2,373
2009,2,2,"55-59",3,342
2009,2,2,"55-59",4,223
2009,2,2,"60-64",0,4
2009,2,2,"60-64",1,147
2009,2,2,"60-64",2,309
2009,2,2,"60-64",3,248
2009,2,2,"60-64",4,161
2009,2,2,"65-69",0,1
2009,2,2,"65-69",1,165
2009,2,2,"65-69",2,192
2009,2,2,"65-69",3,151
2009,2,2,"65-69",4,98
2009,2,2,"70-74",0,3
2009,2,2,"70-74",1,152
2009,2,2,"70-74",2,156
2009,2,2,"70-74",3,95
2009,2,2,"70-74",4,64
2010,2,1,"25-29",0,6
2010,2,1,"25-29",1,180
2010,2,1,"25-29",2,548
2010,2,1,"25-29",3,456
2010,2,1,"25-29",4,207
2010,2,1,"30-34",0,3
2010,2,1,"30-34",1,183
2010,2,1,"30-34",2,435
2010,2,1,"30-34",3,360
2010,2,1,"30-34",4,200
2010,2,1,"35-39",0,2
2010,2,1,"35-39",1,70
2010,2,1,"35-39",2,435
2010,2,1,"35-39",3,334
2010,2,1,"35-39",4,272
2010,2,1,"40-44",0,7
2010,2,1,"40-44",1,111
2010,2,1,"40-44",2,536
2010,2,1,"40-44",3,304
2010,2,1,"40-44",4,196
2010,2,1,"45-49",0,5
2010,2,1,"45-49",1,180
2010,2,1,"45-49",2,506
2010,2,1,"45-49",3,314
2010,2,1,"45-49",4,241
2010,2,1,"50-54",0,3
2010,2,1,"50-54",1,154
2010,2,1,"50-54",2,511
2010,2,1,"50-54",3,301
2010,2,1,"50-54",4,204
2010,2,1,"55-59",0,7
2010,2,1,"55-59",1,134
2010,2,1,"55-59",2,353
2010,2,1,"55-59",3,262
2010,2,1,"55-59",4,170
2010,2,1,"60-64",0,2
2010,2,1,"60-64",1,142
2010,2,1,"60-64",2,239
2010,2,1,"60-64",3,187
2010,2,1,"60-64",4,132
2010,2,1,"65-69",0,5
2010,2,1,"65-69",1,146
2010,2,1,"65-69",2,181
2010,2,1,"65-69",3,89
2010,2,1,"65-69",4,73
2010,2,1,"70-74",0,0
2010,2,1,"70-74",1,113
2010,2,1,"70-74",2,99
2010,2,1,"70-74",3,62
2010,2,1,"70-74",4,43
2010,2,2,"25-29",0,4
2010,2,2,"25-29",1,134
2010,2,2,"25-29",2,475
2010,2,2,"25-29",3,565
2010,2,2,"25-29",4,350
2010,2,2,"30-34",0,3
2010,2,2,"30-34",1,142
2010,2,2,"30-34",2,399
2010,2,2,"30-34",3,488
2010,2,2,"30-34",4,389
2010,2,2,"35-39",0,5
2010,2,2,"35-39",1,171
2010,2,2,"35-39",2,389
2010,2,2,"35-39",3,515
2010,2,2,"35-39",4,319
2010,2,2,"40-44",0,4
2010,2,2,"40-44",1,165
2010,2,2,"40-44",2,444
2010,2,2,"40-44",3,454
2010,2,2,"40-44",4,352
2010,2,2,"45-49",0,4
2010,2,2,"45-49",1,144
2010,2,2,"45-49",2,511
2010,2,2,"45-49",3,521
2010,2,2,"45-49",4,327
2010,2,2,"50-54",0,4
2010,2,2,"50-54",1,166
2010,2,2,"50-54",2,481
2010,2,2,"50-54",3,432
2010,2,2,"50-54",4,326
2010,2,2,"55-59",0,2
2010,2,2,"55-59",1,163
2010,2,2,"55-59",2,394
2010,2,2,"55-59",3,334
2010,2,2,"55-59",4,203
2010,2,2,"60-64",0,3
2010,2,2,"60-64",1,165
2010,2,2,"60-64",2,347
2010,2,2,"60-64",3,284
2010,2,2,"60-64",4,179
2010,2,2,"65-69",0,5
2010,2,2,"65-69",1,148
2010,2,2,"65-69",2,216
2010,2,2,"65-69",3,143
2010,2,2,"65-69",4,104
2010,2,2,"70-74",0,3
2010,2,2,"70-74",1,147
2010,2,2,"70-74",2,150
2010,2,2,"70-74",3,125
2010,2,2,"70-74",4,59
2011,2,1,"25-29",0,4
2011,2,1,"25-29",1,172
2011,2,1,"25-29",2,536
2011,2,1,"25-29",3,472
2011,2,1,"25-29",4,227
2011,2,1,"30-34",0,1
2011,2,1,"30-34",1,159
2011,2,1,"30-34",2,492
2011,2,1,"30-34",3,351
2011,2,1,"30-34",4,241
2011,2,1,"35-39",0,2
2011,2,1,"35-39",1,109
2011,2,1,"35-39",2,438
2011,2,1,"35-39",3,322
2011,2,1,"35-39",4,221
2011,2,1,"40-44",0,0
2011,2,1,"40-44",1,96
2011,2,1,"40-44",2,498
2011,2,1,"40-44",3,346
2011,2,1,"40-44",4,228
2011,2,1,"45-49",0,5
2011,2,1,"45-49",1,195
2011,2,1,"45-49",2,473
2011,2,1,"45-49",3,330
2011,2,1,"45-49",4,242
2011,2,1,"50-54",0,4
2011,2,1,"50-54",1,167
2011,2,1,"50-54",2,467
2011,2,1,"50-54",3,297
2011,2,1,"50-54",4,222
2011,2,1,"55-59",0,0
2011,2,1,"55-59",1,165
2011,2,1,"55-59",2,356
2011,2,1,"55-59",3,313
2011,2,1,"55-59",4,157
2011,2,1,"60-64",0,3
2011,2,1,"60-64",1,131
2011,2,1,"60-64",2,313
2011,2,1,"60-64",3,197
2011,2,1,"60-64",4,138
2011,2,1,"65-69",0,3
2011,2,1,"65-69",1,120
2011,2,1,"65-69",2,158
2011,2,1,"65-69",3,114
2011,2,1,"65-69",4,92
2011,2,1,"70-74",0,3
2011,2,1,"70-74",1,112
2011,2,1,"70-74",2,109
2011,2,1,"70-74",3,60
2011,2,1,"70-74",4,51
2011,2,2,"25-29",0,3
2011,2,2,"25-29",1,184
2011,2,2,"25-29",2,434
2011,2,2,"25-29",3,556
2011,2,2,"25-29",4,349
2011,2,2,"30-34",0,3
2011,2,2,"30-34",1,127
2011,2,2,"30-34",2,452
2011,2,2,"30-34",3,534
2011,2,2,"30-34",4,342
2011,2,2,"35-39",0,11
2011,2,2,"35-39",1,139
2011,2,2,"35-39",2,416
2011,2,2,"35-39",3,470
2011,2,2,"35-39",4,328
2011,2,2,"40-44",0,6
2011,2,2,"40-44",1,111
2011,2,2,"40-44",2,449
2011,2,2,"40-44",3,466
2011,2,2,"40-44",4,393
2011,2,2,"45-49",0,9
2011,2,2,"45-49",1,165
2011,2,2,"45-49",2,499
2011,2,2,"45-49",3,511
2011,2,2,"45-49",4,313
2011,2,2,"50-54",0,4
2011,2,2,"50-54",1,190
2011,2,2,"50-54",2,439
2011,2,2,"50-54",3,462
2011,2,2,"50-54",4,339
2011,2,2,"55-59",0,1
2011,2,2,"55-59",1,167
2011,2,2,"55-59",2,371
2011,2,2,"55-59",3,377
2011,2,2,"55-59",4,225
2011,2,2,"60-64",0,0
2011,2,2,"60-64",1,168
2011,2,2,"60-64",2,371
2011,2,2,"60-64",3,299
2011,2,2,"60-64",4,197
2011,2,2,"65-69",0,6
2011,2,2,"65-69",1,139
2011,2,2,"65-69",2,226
2011,2,2,"65-69",3,157
2011,2,2,"65-69",4,137
2011,2,2,"70-74",0,4
2011,2,2,"70-74",1,127
2011,2,2,"70-74",2,191
2011,2,2,"70-74",3,124
2011,2,2,"70-74",4,59
2012,2,1,"25-29",0,1
2012,2,1,"25-29",1,163
2012,2,1,"25-29",2,403
2012,2,1,"25-29",3,471
2012,2,1,"25-29",4,236
2012,2,1,"30-34",0,7
2012,2,1,"30-34",1,151
2012,2,1,"30-34",2,386
2012,2,1,"30-34",3,402
2012,2,1,"30-34",4,255
2012,2,1,"35-39",0,7
2012,2,1,"35-39",1,116
2012,2,1,"35-39",2,428
2012,2,1,"35-39",3,342
2012,2,1,"35-39",4,215
2012,2,1,"40-44",0,3
2012,2,1,"40-44",1,126
2012,2,1,"40-44",2,467
2012,2,1,"40-44",3,333
2012,2,1,"40-44",4,282
2012,2,1,"45-49",0,9
2012,2,1,"45-49",1,141
2012,2,1,"45-49",2,490
2012,2,1,"45-49",3,369
2012,2,1,"45-49",4,232
2012,2,1,"50-54",0,2
2012,2,1,"50-54",1,170
2012,2,1,"50-54",2,512
2012,2,1,"50-54",3,327
2012,2,1,"50-54",4,250
2012,2,1,"55-59",0,3
2012,2,1,"55-59",1,177
2012,2,1,"55-59",2,420
2012,2,1,"55-59",3,284
2012,2,1,"55-59",4,197
2012,2,1,"60-64",0,2
2012,2,1,"60-64",1,120
2012,2,1,"60-64",2,284
2012,2,1,"60-64",3,222
2012,2,1,"60-64",4,136
2012,2,1,"65-69",0,0
2012,2,1,"65-69",1,148
2012,2,1,"65-69",2,221
2012,2,1,"65-69",3,134
2012,2,1,"65-69",4,122
2012,2,1,"70-74",0,0
2012,2,1,"70-74",1,118
2012,2,1,"70-74",2,117
2012,2,1,"70-74",3,77
2012,2,1,"70-74",4,56
2012,2,2,"25-29",0,2
2012,2,2,"25-29",1,154
2012,2,2,"25-29",2,426
2012,2,2,"25-29",3,529
2012,2,2,"25-29",4,394
2012,2,2,"30-34",0,9
2012,2,2,"30-34",1,165
2012,2,2,"30-34",2,468
2012,2,2,"30-34",3,474
2012,2,2,"30-34",4,363
2012,2,2,"35-39",0,3
2012,2,2,"35-39",1,140
2012,2,2,"35-39",2,388
2012,2,2,"35-39",3,496
2012,2,2,"35-39",4,347
2012,2,2,"40-44",0,3
2012,2,2,"40-44",1,113
2012,2,2,"40-44",2,421
2012,2,2,"40-44",3,514
2012,2,2,"40-44",4,397
2012,2,2,"45-49",0,2
2012,2,2,"45-49",1,184
2012,2,2,"45-49",2,504
2012,2,2,"45-49",3,464
2012,2,2,"45-49",4,340
2012,2,2,"50-54",0,9
2012,2,2,"50-54",1,180
2012,2,2,"50-54",2,510
2012,2,2,"50-54",3,460
2012,2,2,"50-54",4,323
2012,2,2,"55-59",0,3
2012,2,2,"55-59",1,177
2012,2,2,"55-59",2,433
2012,2,2,"55-59",3,372
2012,2,2,"55-59",4,291
2012,2,2,"60-64",0,1
2012,2,2,"60-64",1,133
2012,2,2,"60-64",2,360
2012,2,2,"60-64",3,338
2012,2,2,"60-64",4,227
2012,2,2,"65-69",0,2
2012,2,2,"65-69",1,124
2012,2,2,"65-69",2,273
2012,2,2,"65-69",3,175
2012,2,2,"65-69",4,145
2012,2,2,"70-74",0,4
2012,2,2,"70-74",1,148
2012,2,2,"70-74",2,190
2012,2,2,"70-74",3,94
2012,2,2,"70-74",4,78
2013,2,1,"25-29",0,5
2013,2,1,"25-29",1,165
2013,2,1,"25-29",2,502
2013,2,1,"25-29",3,436
2013,2,1,"25-29",4,223
2013,2,1,"30-34",0,8
2013,2,1,"30-34",1,165
2013,2,1,"30-34",2,398
2013,2,1,"30-34",3,393
2013,2,1,"30-34",4,283
2013,2,1,"35-39",0,5
2013,2,1,"35-39",1,128
2013,2,1,"35-39",2,431
2013,2,1,"35-39",3,298
2013,2,1,"35-39",4,254
2013,2,1,"40-44",0,7
2013,2,1,"40-44",1,120
2013,2,1,"40-44",2,409
2013,2,1,"40-44",3,398
2013,2,1,"40-44",4,277
2013,2,1,"45-49",0,0
2013,2,1,"45-49",1,162
2013,2,1,"45-49",2,441
2013,2,1,"45-49",3,366
2013,2,1,"45-49",4,246
2013,2,1,"50-54",0,9
2013,2,1,"50-54",1,204
2013,2,1,"50-54",2,465
2013,2,1,"50-54",3,331
2013,2,1,"50-54",4,258
2013,2,1,"55-59",0,5
2013,2,1,"55-59",1,167
2013,2,1,"55-59",2,415
2013,2,1,"55-59",3,306
2013,2,1,"55-59",4,183
2013,2,1,"60-64",0,4
2013,2,1,"60-64",1,113
2013,2,1,"60-64",2,275
2013,2,1,"60-64",3,201
2013,2,1,"60-64",4,164
2013,2,1,"65-69",0,0
2013,2,1,"65-69",1,124
2013,2,1,"65-69",2,230
2013,2,1,"65-69",3,142
2013,2,1,"65-69",4,120
2013,2,1,"70-74",0,5
2013,2,1,"70-74",1,113
2013,2,1,"70-74",2,142
2013,2,1,"70-74",3,88
2013,2,1,"70-74",4,71
2013,2,2,"25-29",0,4
2013,2,2,"25-29",1,117
2013,2,2,"25-29",2,474
2013,2,2,"25-29",3,581
2013,2,2,"25-29",4,353
2013,2,2,"30-34",0,2
2013,2,2,"30-34",1,142
2013,2,2,"30-34",2,432
2013,2,2,"30-34",3,505
2013,2,2,"30-34",4,423
2013,2,2,"35-39",0,3
2013,2,2,"35-39",1,126
2013,2,2,"35-39",2,360
2013,2,2,"35-39",3,495
2013,2,2,"35-39",4,400
2013,2,2,"40-44",0,0
2013,2,2,"40-44",1,136
2013,2,2,"40-44",2,430
2013,2,2,"40-44",3,475
2013,2,2,"40-44",4,416
2013,2,2,"45-49",0,5
2013,2,2,"45-49",1,134
2013,2,2,"45-49",2,450
2013,2,2,"45-49",3,512
2013,2,2,"45-49",4,367
2013,2,2,"50-54",0,12
2013,2,2,"50-54",1,183
2013,2,2,"50-54",2,496
2013,2,2,"50-54",3,450
2013,2,2,"50-54",4,353
2013,2,2,"55-59",0,7
2013,2,2,"55-59",1,204
2013,2,2,"55-59",2,416
2013,2,2,"55-59",3,374
2013,2,2,"55-59",4,301
2013,2,2,"60-64",0,6
2013,2,2,"60-64",1,155
2013,2,2,"60-64",2,382
2013,2,2,"60-64",3,343
2013,2,2,"60-64",4,233
2013,2,2,"65-69",0,0
2013,2,2,"65-69",1,143
2013,2,2,"65-69",2,290
2013,2,2,"65-69",3,197
2013,2,2,"65-69",4,127
2013,2,2,"70-74",0,4
2013,2,2,"70-74",1,130
2013,2,2,"70-74",2,207
2013,2,2,"70-74",3,118
2013,2,2,"70-74",4,76
2014,2,1,"25-29",0,1
2014,2,1,"25-29",1,139
2014,2,1,"25-29",2,547
2014,2,1,"25-29",3,471
2014,2,1,"25-29",4,280
2014,2,1,"30-34",0,1
2014,2,1,"30-34",1,187
2014,2,1,"30-34",2,457
2014,2,1,"30-34",3,364
2014,2,1,"30-34",4,267
2014,2,1,"35-39",0,0
2014,2,1,"35-39",1,124
2014,2,1,"35-39",2,442
2014,2,1,"35-39",3,314
2014,2,1,"35-39",4,257
2014,2,1,"40-44",0,8
2014,2,1,"40-44",1,108
2014,2,1,"40-44",2,425
2014,2,1,"40-44",3,336
2014,2,1,"40-44",4,311
2014,2,1,"45-49",0,6
2014,2,1,"45-49",1,115
2014,2,1,"45-49",2,454
2014,2,1,"45-49",3,375
2014,2,1,"45-49",4,250
2014,2,1,"50-54",0,14
2014,2,1,"50-54",1,149
2014,2,1,"50-54",2,448
2014,2,1,"50-54",3,292
2014,2,1,"50-54",4,254
2014,2,1,"55-59",0,2
2014,2,1,"55-59",1,187
2014,2,1,"55-59",2,431
2014,2,1,"55-59",3,348
2014,2,1,"55-59",4,197
2014,2,1,"60-64",0,0
2014,2,1,"60-64",1,165
2014,2,1,"60-64",2,343
2014,2,1,"60-64",3,252
2014,2,1,"60-64",4,193
2014,2,1,"65-69",0,2
2014,2,1,"65-69",1,127
2014,2,1,"65-69",2,221
2014,2,1,"65-69",3,175
2014,2,1,"65-69",4,125
2014,2,1,"70-74",0,3
2014,2,1,"70-74",1,94
2014,2,1,"70-74",2,156
2014,2,1,"70-74",3,83
2014,2,1,"70-74",4,61
2014,2,2,"25-29",0,0
2014,2,2,"25-29",1,166
2014,2,2,"25-29",2,444
2014,2,2,"25-29",3,598
2014,2,2,"25-29",4,369
2014,2,2,"30-34",0,3
2014,2,2,"30-34",1,161
2014,2,2,"30-34",2,451
2014,2,2,"30-34",3,491
2014,2,2,"30-34",4,416
2014,2,2,"35-39",0,4
2014,2,2,"35-39",1,104
2014,2,2,"35-39",2,385
2014,2,2,"35-39",3,498
2014,2,2,"35-39",4,411
2014,2,2,"40-44",0,3
2014,2,2,"40-44",1,134
2014,2,2,"40-44",2,398
2014,2,2,"40-44",3,473
2014,2,2,"40-44",4,432
2014,2,2,"45-49",0,5
2014,2,2,"45-49",1,131
2014,2,2,"45-49",2,488
2014,2,2,"45-49",3,435
2014,2,2,"45-49",4,382
2014,2,2,"50-54",0,0
2014,2,2,"50-54",1,217
2014,2,2,"50-54",2,494
2014,2,2,"50-54",3,492
2014,2,2,"50-54",4,295
2014,2,2,"55-59",0,2
2014,2,2,"55-59",1,166
2014,2,2,"55-59",2,411
2014,2,2,"55-59",3,441
2014,2,2,"55-59",4,323
2014,2,2,"60-64",0,4
2014,2,2,"60-64",1,168
2014,2,2,"60-64",2,396
2014,2,2,"60-64",3,346
2014,2,2,"60-64",4,235
2014,2,2,"65-69",0,0
2014,2,2,"65-69",1,110
2014,2,2,"65-69",2,235
2014,2,2,"65-69",3,224
2014,2,2,"65-69",4,161
2014,2,2,"70-74",0,10
2014,2,2,"70-74",1,122
2014,2,2,"70-74",2,181
2014,2,2,"70-74",3,153
2014,2,2,"70-74",4,104
2015,2,1,"25-29",0,5
2015,2,1,"25-29",1,123
2015,2,1,"25-29",2,619
2015,2,1,"25-29",3,497
2015,2,1,"25-29",4,246
2015,2,1,"30-34",0,0
2015,2,1,"30-34",1,114
2015,2,1,"30-34",2,453
2015,2,1,"30-34",3,411
2015,2,1,"30-34",4,302
2015,2,1,"35-39",0,4
2015,2,1,"35-39",1,138
2015,2,1,"35-39",2,396
2015,2,1,"35-39",3,376
2015,2,1,"35-39",4,291
2015,2,1,"40-44",0,0
2015,2,1,"40-44",1,85
2015,2,1,"40-44",2,450
2015,2,1,"40-44",3,355
2015,2,1,"40-44",4,279
2015,2,1,"45-49",0,6
2015,2,1,"45-49",1,122
2015,2,1,"45-49",2,461
2015,2,1,"45-49",3,300
2015,2,1,"45-49",4,310
2015,2,1,"50-54",0,4
2015,2,1,"50-54",1,172
2015,2,1,"50-54",2,500
2015,2,1,"50-54",3,342
2015,2,1,"50-54",4,243
2015,2,1,"55-59",0,4
2015,2,1,"55-59",1,159
2015,2,1,"55-59",2,435
2015,2,1,"55-59",3,309
2015,2,1,"55-59",4,222
2015,2,1,"60-64",0,1
2015,2,1,"60-64",1,184
2015,2,1,"60-64",2,348
2015,2,1,"60-64",3,263
2015,2,1,"60-64",4,180
2015,2,1,"65-69",0,0
2015,2,1,"65-69",1,117
2015,2,1,"65-69",2,236
2015,2,1,"65-69",3,208
2015,2,1,"65-69",4,134
2015,2,1,"70-74",0,0
2015,2,1,"70-74",1,115
2015,2,1,"70-74",2,151
2015,2,1,"70-74",3,75
2015,2,1,"70-74",4,57
2015,2,2,"25-29",0,1
2015,2,2,"25-29",1,114
2015,2,2,"25-29",2,456
2015,2,2,"25-29",3,675
2015,2,2,"25-29",4,398
2015,2,2,"30-34",0,0
2015,2,2,"30-34",1,119
2015,2,2,"30-34",2,490
2015,2,2,"30-34",3,553
2015,2,2,"30-34",4,367
2015,2,2,"35-39",0,1
2015,2,2,"35-39",1,115
2015,2,2,"35-39",2,425
2015,2,2,"35-39",3,501
2015,2,2,"35-39",4,411
2015,2,2,"40-44",0,10
2015,2,2,"40-44",1,129
2015,2,2,"40-44",2,391
2015,2,2,"40-44",3,467
2015,2,2,"40-44",4,440
2015,2,2,"45-49",0,4
2015,2,2,"45-49",1,132
2015,2,2,"45-49",2,471
2015,2,2,"45-49",3,469
2015,2,2,"45-49",4,358
2015,2,2,"50-54",0,6
2015,2,2,"50-54",1,158
2015,2,2,"50-54",2,472
2015,2,2,"50-54",3,483
2015,2,2,"50-54",4,383
2015,2,2,"55-59",0,2
2015,2,2,"55-59",1,166
2015,2,2,"55-59",2,479
2015,2,2,"55-59",3,447
2015,2,2,"55-59",4,300
2015,2,2,"60-64",0,2
2015,2,2,"60-64",1,165
2015,2,2,"60-64",2,392
2015,2,2,"60-64",3,340
2015,2,2,"60-64",4,273
2015,2,2,"65-69",0,8
2015,2,2,"65-69",1,157
2015,2,2,"65-69",2,266
2015,2,2,"65-69",3,268
2015,2,2,"65-69",4,190
2015,2,2,"70-74",0,4
2015,2,2,"70-74",1,145
2015,2,2,"70-74",2,213
2015,2,2,"70-74",3,120
2015,2,2,"70-74",4,94
